id,manufacturer,model,transmission,color,odometer,year,engineFuel,engineType,engineCapacity,bodyType,drivetrain,photos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
13292,Mercedes-Benz,E200,automatic,black,125000,2011,gasoline,gasoline,1.8,sedan,rear,20,False,True,True,True,True,True,True,True,True,True
13293,Kia,Carnival,automatic,silver,278000,2007,diesel,diesel,2.9,minivan,front,11,False,True,False,True,False,False,False,False,True,True
13294,BMW,540,automatic,blue,257000,2000,gasoline,gasoline,4.4,sedan,rear,14,False,False,True,True,True,True,True,True,True,True
13295,Land Rover,Range Rover Evoque,automatic,red,117308,2015,diesel,diesel,2.2,suv,all,26,False,True,True,True,True,True,True,True,True,True
13296,Volkswagen,Passat,mechanical,other,380000,2005,diesel,diesel,2.0,sedan,front,4,False,True,False,True,False,True,True,False,True,True
13297,Chrysler,Town&Country,automatic,red,215800,2002,gasoline,gasoline,3.3,minivan,front,18,False,True,False,False,False,False,False,False,True,True
13298,Chevrolet,Silverado,automatic,grey,238000,1999,gasoline,gasoline,5.3,pickup,all,8,False,True,False,False,True,False,False,False,False,True
13299,Nissan,Murano,automatic,silver,180000,2006,gasoline,gasoline,3.5,suv,all,5,False,True,False,False,True,True,False,False,True,False
13300,Seat,Leon,mechanical,silver,170000,2008,gasoline,gasoline,1.4,hatchback,front,3,False,True,False,False,False,True,False,False,True,True
13301,Chrysler,Town&Country,automatic,green,123654,1997,gasoline,gasoline,3.8,minivan,front,4,False,True,False,False,True,False,False,False,False,False
13302,Honda,Accord,automatic,grey,172200,2009,gasoline,gasoline,2.4,sedan,front,16,False,True,True,True,True,True,True,True,True,True
13303,Toyota,Land Cruiser,automatic,silver,285000,2007,diesel,diesel,3.0,suv,all,10,False,True,False,False,True,True,True,True,True,True
13304,Volkswagen,Golf,mechanical,green,200000,1997,gasoline,gasoline,1.6,hatchback,front,9,False,False,False,False,False,False,False,False,False,True
13305,Nissan,X-Trail,automatic,silver,261000,2007,gasoline,gasoline,2.0,suv,all,14,False,True,False,True,False,True,True,True,True,True
13306,BMW,316,mechanical,blue,330000,1994,gasoline,gasoline,1.6,hatchback,rear,3,False,False,False,False,False,True,False,False,False,True
13307,Citroen,C4 Picasso,mechanical,blue,225000,2009,diesel,diesel,1.6,minivan,front,5,False,True,False,True,False,False,False,False,False,False
13308,Volkswagen,Passat,mechanical,black,298000,2009,gasoline,gasoline,1.4,universal,front,18,False,True,False,False,False,True,False,False,True,False
13309,Opel,Signum,mechanical,blue,351000,2003,diesel,diesel,2.2,hatchback,front,2,False,True,False,False,False,False,False,False,True,True
13310,Peugeot,106,mechanical,blue,240000,1998,gasoline,gasoline,1.0,hatchback,front,7,True,False,False,False,False,False,False,False,False,False
13311,Infiniti,FX,automatic,brown,321869,2004,gasoline,gasoline,3.5,suv,all,10,False,True,True,True,True,True,True,False,True,True
13312,Chrysler,Grand Voyager,automatic,black,225000,2007,diesel,diesel,2.8,minivan,front,12,False,False,True,True,True,True,False,False,False,True
13313,Volvo,S80,automatic,black,287000,2007,gasoline,gasoline,3.0,sedan,all,6,False,True,True,True,True,True,False,False,True,True
13314,Audi,A6,mechanical,silver,179000,2000,gasoline,gasoline,1.8,sedan,front,17,False,True,False,False,False,False,False,True,False,True
13315,Mitsubishi,Lancer,automatic,white,114000,2011,gasoline,gasoline,1.8,sedan,front,7,False,True,False,False,True,True,False,False,False,True
13316,Volkswagen,Touran,mechanical,black,112000,2015,diesel,diesel,2.0,minivan,front,9,False,False,False,True,False,True,True,True,True,True
13317,Mercedes-Benz,S500,automatic,silver,320000,1999,gasoline,gasoline,5.0,sedan,rear,4,False,True,True,True,True,True,True,True,True,True
13318,Chevrolet,Cruze,automatic,red,149000,2012,gasoline,gasoline,1.4,sedan,front,6,False,True,False,False,False,False,False,True,False,True
13319,Renault,Clio,mechanical,green,270000,1997,gasoline,gasoline,1.2,hatchback,front,6,True,False,False,False,False,False,False,False,False,False
13320,Kia,Sorento,mechanical,white,163595,2010,diesel,diesel,2.2,suv,all,15,False,True,True,True,True,True,False,False,False,True
13321,Kia,Rio,mechanical,brown,45000,2015,gasoline,gasoline,1.4,sedan,front,2,False,True,True,False,False,True,True,True,False,True
13322,Mercedes-Benz,C220,mechanical,blue,276000,1999,diesel,diesel,2.2,universal,rear,7,False,True,False,False,False,False,False,False,False,False
13323,Mercedes-Benz,Vito,mechanical,brown,350000,1999,diesel,diesel,2.3,minibus,front,11,False,True,False,False,False,False,False,False,False,True
13324,Volkswagen,LT,mechanical,white,470000,1997,diesel,diesel,2.5,van,rear,1,True,False,False,False,False,False,False,False,False,False
13325,Renault,Safrane,mechanical,blue,350000,1993,gasoline,gasoline,2.2,hatchback,front,3,False,False,False,False,True,False,False,False,False,True
13326,Subaru,Impreza,automatic,silver,222000,2008,gasoline,gasoline,2.0,hatchback,all,35,False,True,True,False,False,True,False,False,True,True
13327,Renault,Laguna,mechanical,brown,176000,2014,diesel,diesel,1.5,hatchback,front,24,True,False,False,False,False,False,False,False,False,False
13328,Volkswagen,Golf,mechanical,black,400000,1995,gasoline,gasoline,1.6,hatchback,front,14,False,False,False,False,False,False,False,True,False,False
13329,Toyota,Picnic,mechanical,green,458000,1999,diesel,diesel,2.2,minivan,front,10,False,True,True,False,True,True,False,False,True,True
13330,Kia,Sorento,automatic,silver,276000,2004,diesel,diesel,2.5,suv,all,19,False,True,False,True,True,True,False,True,False,True
13331,Skoda,Felicia,mechanical,green,340000,1998,gasoline,gasoline,1.3,hatchback,front,6,True,False,False,False,False,False,False,False,False,False
13332,Mazda,626,mechanical,other,300000,2002,gasoline,gasoline,2.0,sedan,front,15,False,True,False,False,False,False,False,False,False,False
13333,Ford,Mondeo,mechanical,white,300000,1995,gasoline,gasoline,1.6,sedan,front,4,True,False,False,False,False,False,False,False,False,False
13334,Renault,Kaptur,automatic,white,20000,2018,gasoline,gasoline,1.6,suv,front,6,False,True,False,True,False,True,True,True,True,True
13335,Renault,Laguna,mechanical,grey,340000,2000,gasoline,gasoline,1.6,hatchback,front,7,False,True,False,False,False,False,False,False,False,True
13336,Opel,Omega,mechanical,black,55555,1997,gasoline,gasoline,2.0,sedan,rear,11,False,False,True,True,False,False,False,False,True,True
13337,Renault,19,mechanical,green,260000,1990,gasoline,gasoline,1.7,hatchback,front,1,True,False,False,False,False,False,False,False,False,False
13338,Ford,Sierra,mechanical,blue,358000,1986,diesel,diesel,2.3,hatchback,rear,3,True,False,False,False,False,False,False,False,False,False
13339,Peugeot,3008,automatic,silver,77000,2014,gasoline,gasoline,1.6,suv,front,4,False,True,False,True,False,True,False,False,True,True
13340,Ford,Transit,mechanical,red,480000,1988,diesel,diesel,2.5,minibus,rear,2,True,False,False,False,False,False,False,False,False,False
13341,Ford,Fiesta,mechanical,silver,147000,2008,gasoline,gasoline,1.3,hatchback,front,2,True,False,False,False,False,False,False,False,False,False
13342,Audi,A6,automatic,blue,485000,1998,diesel,diesel,2.5,sedan,front,11,False,True,False,False,False,False,False,False,False,True
13343,Rover,600-Series,mechanical,green,235038,1998,gasoline,gasoline,1.8,sedan,front,9,False,True,False,False,False,False,True,True,False,True
13344,Renault,Grand Scenic,mechanical,black,200000,2004,gasoline,gasoline,1.6,minivan,front,15,False,True,False,False,False,True,False,False,False,True
13345,Volkswagen,Jetta,mechanical,red,282500,2006,gasoline,gasoline,2.0,sedan,front,6,False,True,True,False,False,False,False,False,True,True
13346,Renault,Master,mechanical,white,421200,2009,diesel,diesel,2.5,van,front,14,False,True,False,False,False,False,False,False,False,False
13347,Kia,Carens,mechanical,blue,311011,2003,diesel,diesel,2.0,minivan,front,11,False,True,False,False,False,False,False,False,False,False
13348,Toyota,Previa,mechanical,other,367000,1997,gasoline,gasoline,2.4,minivan,front,15,False,True,False,False,False,False,False,False,True,False
13349,Audi,100,mechanical,silver,350000,1987,gasoline,gasoline,1.8,sedan,front,9,False,False,False,False,False,False,False,False,False,True
13350,Renault,Laguna,mechanical,other,250000,1999,gasoline,gasoline,1.6,hatchback,front,14,False,True,False,False,False,False,False,False,False,False
13351,Mitsubishi,Eclipse,mechanical,red,375000,1993,gasoline,gasoline,2.0,coupe,front,8,True,False,False,False,False,False,False,False,False,False
13352,Mazda,5,mechanical,other,184000,2006,gasoline,gasoline,1.8,minivan,front,8,False,True,False,False,False,False,False,False,True,True
13353,Opel,Omega,mechanical,silver,303000,2002,gasoline,gasoline,2.2,sedan,rear,10,False,False,False,False,False,False,False,False,False,True
13354,Volvo,XC60,automatic,black,135000,2015,diesel,diesel,2.0,suv,front,10,False,False,False,False,False,False,True,True,True,False
13355,Peugeot,307,mechanical,silver,253000,2004,diesel,diesel,1.6,universal,front,12,False,True,False,False,False,False,False,False,True,True
13356,Citroen,C5,mechanical,silver,344000,2003,diesel,diesel,2.0,universal,front,9,False,True,False,False,False,False,False,False,False,False
13357,BMW,523,mechanical,black,300000,1997,gasoline,gasoline,2.5,sedan,rear,9,False,True,False,False,False,False,False,True,True,True
13358,Peugeot,807,mechanical,black,286000,2004,diesel,diesel,2.2,minivan,front,6,False,True,False,False,False,True,False,False,True,False
13359,Kia,Sorento,automatic,white,257495,2004,gasoline,gasoline,3.5,suv,all,7,False,True,False,False,False,False,False,False,False,True
13360,LADA,Vesta,mechanical,blue,18000,2018,gasoline,gasoline,1.8,universal,front,6,False,True,False,True,True,True,True,True,True,True
13361,Volkswagen,Passat,mechanical,black,326000,2007,diesel,diesel,2.0,universal,front,6,False,True,False,True,False,False,True,False,True,True
13362,Volkswagen,Passat,automatic,black,206000,1998,gasoline,gasoline,1.8,sedan,front,7,False,False,False,False,True,True,False,False,False,True
13363,Volkswagen,T5,automatic,other,150000,2005,diesel,diesel,2.5,minibus,front,6,True,False,False,False,False,False,False,False,False,False
13364,Mitsubishi,Galant,mechanical,silver,500000,1990,diesel,diesel,1.8,sedan,front,4,True,False,False,False,False,False,False,False,False,False
13365,Toyota,RAV4,mechanical,silver,189137,2003,diesel,diesel,2.0,suv,all,7,False,True,False,False,False,False,False,False,True,True
13366,Fiat,Punto,mechanical,grey,315000,2000,diesel,diesel,1.9,hatchback,front,7,False,True,False,False,False,False,False,False,False,False
13367,Fiat,Panda,mechanical,black,126000,2009,gasoline,gasoline,1.1,hatchback,front,6,True,False,False,False,False,False,False,False,False,False
13368,Mitsubishi,Galant,mechanical,other,450000,1993,gasoline,gasoline,2.0,hatchback,front,13,False,False,False,False,False,False,False,False,False,True
13369,Hyundai,Santa Fe,automatic,white,240000,2011,diesel,diesel,2.2,suv,front,14,False,True,True,True,True,True,True,True,True,True
13370,Opel,Astra,mechanical,blue,257880,1998,gasoline,gasoline,1.6,universal,front,6,False,True,False,False,False,False,False,False,False,False
13371,Audi,A6,automatic,black,240000,2008,gasoline,gasoline,2.4,sedan,front,5,False,True,True,True,True,True,True,True,True,True
13372,BMW,525,automatic,white,215,2001,gasoline,gasoline,2.5,sedan,rear,13,False,True,True,True,False,True,True,True,True,True
13373,Mercedes-Benz,E350,automatic,grey,265000,2009,gasoline,gasoline,3.5,sedan,rear,16,False,True,True,True,True,True,True,True,True,True
13374,Fiat,Ducato,mechanical,violet,500000,1994,diesel,diesel,2.5,minibus,front,1,True,False,False,False,False,False,False,False,False,False
13375,BMW,520,mechanical,silver,430000,2001,diesel,diesel,2.0,universal,rear,1,False,True,True,False,True,False,False,False,True,True
13376,Volkswagen,Passat,mechanical,other,430000,1997,diesel,diesel,1.9,sedan,front,6,False,False,False,False,False,False,False,False,False,True
13377,Kia,Rio,automatic,black,74221,2010,gasoline,gasoline,1.6,sedan,front,20,False,True,False,True,False,True,True,True,False,False
13378,BMW,530,automatic,silver,170000,2011,diesel,diesel,3.0,sedan,all,10,False,True,True,True,True,True,False,True,True,True
13379,Volkswagen,T4,mechanical,white,500000,1991,diesel,diesel,1.9,minibus,front,8,False,False,False,False,True,False,False,False,False,True
13380,BMW,318,mechanical,blue,330000,1997,diesel,diesel,1.7,sedan,rear,8,True,False,False,False,False,False,False,False,False,False
13381,Renault,Laguna,mechanical,blue,300000,1995,gasoline,gasoline,1.8,hatchback,front,2,False,False,False,False,False,False,False,True,False,False
13382,Kia,Sephia,mechanical,silver,190000,1997,gasoline,gasoline,1.5,hatchback,front,7,True,False,False,False,False,False,False,False,False,False
13383,Fiat,Palio,mechanical,blue,290000,1999,diesel,diesel,1.7,universal,front,4,True,False,False,False,False,False,False,False,False,False
13384,Volkswagen,Eos,mechanical,other,118000,2008,gasoline,gasoline,1.4,cabriolet,front,19,False,True,False,True,False,False,False,True,True,True
13385,Mercedes-Benz,E280,mechanical,green,270000,1996,gasoline,gasoline,2.8,sedan,rear,5,False,False,False,False,False,False,False,False,False,True
13386,Citroen,Saxo,mechanical,white,282000,2000,gasoline,gasoline,1.1,hatchback,front,18,True,False,False,False,False,False,False,False,False,False
13387,Honda,Concerto,mechanical,silver,360000,1994,gasoline,gasoline,1.5,hatchback,front,3,False,False,False,False,False,False,False,False,False,True
13388,Skoda,Superb,automatic,white,194000,2016,diesel,diesel,1.6,liftback,front,18,False,True,True,True,False,True,True,True,True,True
13389,Volkswagen,Passat,mechanical,red,320000,1989,gasoline,gasoline,1.8,sedan,front,5,True,False,False,False,False,False,False,False,False,False
13390,Mercedes-Benz,Vito,automatic,silver,460000,1999,diesel,diesel,2.3,minivan,front,9,False,False,False,False,False,False,False,False,False,True
13391,Kia,Cee'd,mechanical,silver,95000,2015,gasoline,gasoline,1.6,hatchback,front,11,False,True,False,True,False,True,False,True,True,True
13392,Honda,Civic,mechanical,red,355000,1994,gasoline,gasoline,1.5,sedan,front,8,False,False,False,False,True,False,False,False,False,False
13393,Subaru,Impreza,mechanical,blue,190000,2006,gasoline,gasoline,2.0,sedan,all,20,False,True,True,False,False,False,False,False,False,True
13394,Ford,Mondeo,mechanical,silver,91348,2012,gasoline,gasoline,2.0,sedan,front,19,False,True,False,False,False,True,False,True,True,True
13395,SsangYong,Actyon,mechanical,grey,153000,2013,diesel,diesel,2.0,suv,front,11,False,True,False,True,False,True,True,True,False,True
13396,Mercedes-Benz,GLK220,automatic,black,240000,2011,diesel,diesel,2.2,suv,all,8,False,True,False,True,True,True,True,True,True,True
13397,Kia,Sorento,mechanical,silver,304000,2004,diesel,diesel,2.5,suv,all,19,False,True,True,False,True,True,True,True,True,True
13398,Nissan,Primera,mechanical,green,322000,1996,gasoline,gasoline,1.6,hatchback,front,6,False,True,False,False,False,False,False,False,False,True
13399,Toyota,Land Cruiser,automatic,black,235200,2005,diesel,diesel,3.0,suv,all,17,True,False,False,False,False,False,False,False,False,False
13400,BMW,520,mechanical,silver,350000,1992,gasoline,gasoline,2.0,universal,rear,5,True,False,False,False,False,False,False,False,False,False
13401,Fiat,Fiorino,mechanical,white,300000,1998,gasoline,gasoline,1.4,minivan,front,7,True,False,False,False,False,False,False,False,False,False
13402,Nissan,Qashqai,automatic,white,181000,2010,gasoline,gasoline,2.0,suv,all,22,False,True,True,False,True,True,True,True,True,True
13403,Audi,A8,automatic,black,412563,2002,diesel,diesel,3.3,sedan,all,9,False,True,True,True,True,True,True,True,True,True
13404,Citroen,C3,automatic,blue,127000,2006,gasoline,gasoline,1.4,hatchback,front,10,False,True,False,True,False,False,False,False,False,True
13405,Mercedes-Benz,S400,automatic,black,160000,2010,hybrid-petrol,gasoline,3.5,sedan,rear,28,False,True,True,True,True,True,True,True,True,True
13406,Renault,Laguna,mechanical,blue,357500,1999,diesel,diesel,2.2,hatchback,front,5,False,True,False,False,False,False,False,False,False,False
13407,Renault,Laguna,mechanical,green,289532,1998,gasoline,gasoline,1.8,hatchback,front,14,True,False,False,False,False,False,False,False,False,False
13408,Nissan,Primera,mechanical,green,372000,1996,diesel,diesel,2.0,hatchback,front,8,False,False,False,False,False,False,False,False,False,True
13409,Renault,Megane,mechanical,silver,260000,2009,diesel,diesel,1.5,hatchback,front,4,False,True,False,True,False,False,True,True,True,True
13410,Hyundai,Accent,automatic,silver,257495,1999,gasoline,gasoline,1.5,sedan,front,6,False,True,False,False,False,False,False,False,False,True
13411,Audi,A4,automatic,grey,150000,2012,gasoline,gasoline,1.8,sedan,front,5,False,True,True,True,True,True,True,True,True,True
13412,Suzuki,Baleno,mechanical,blue,430000,1998,gasoline,gasoline,1.6,universal,front,9,False,True,False,False,False,False,False,False,False,True
13413,Volkswagen,Jetta,mechanical,white,419000,1987,gasoline,gasoline,1.6,sedan,front,11,False,False,True,False,False,False,False,False,False,True
13414,Mazda,6,mechanical,other,190,2008,gasoline,gasoline,1.8,sedan,front,6,False,False,False,True,False,True,False,False,True,True
13415,BMW,X3,automatic,black,205000,2006,gasoline,gasoline,3.0,suv,all,12,False,True,True,True,True,True,False,True,True,True
13416,Audi,A4,automatic,silver,247000,2006,gasoline,gasoline,2.0,sedan,all,6,False,True,False,False,True,True,True,False,True,True
13417,Honda,Accord,automatic,grey,206000,2008,gasoline,gasoline,2.4,sedan,front,19,False,True,True,True,True,True,True,True,True,True
13418,Renault,Megane,mechanical,white,88000,2013,gasoline,gasoline,1.6,hatchback,front,6,False,True,False,True,False,True,False,True,False,False
13419,Mitsubishi,Space Gear,mechanical,green,403000,1995,gasoline,gasoline,2.0,minivan,front,9,False,False,True,False,False,False,False,False,False,True
13420,Peugeot,308,automatic,white,125000,2011,gasoline,gasoline,1.6,hatchback,front,4,False,True,False,True,False,True,False,False,True,False
13421,BMW,324,mechanical,grey,257000,1986,diesel,diesel,2.4,sedan,rear,7,False,False,False,False,False,False,False,False,False,True
13422,Nissan,Vanette,mechanical,blue,444444,1992,diesel,diesel,2.0,minibus,front,14,True,False,False,False,False,False,False,False,False,False
13423,Opel,Vectra,mechanical,red,278487,1994,gasoline,gasoline,1.6,sedan,front,6,False,False,False,False,False,False,False,False,False,True
13424,Mercedes-Benz,E240,automatic,blue,300000,1997,gasoline,gasoline,2.4,universal,rear,18,False,False,False,False,False,False,False,False,False,True
13425,Chevrolet,Cavalier,automatic,black,184100,2000,gasoline,gasoline,2.2,sedan,front,9,False,True,False,False,False,False,False,False,False,True
13426,BMW,525,mechanical,black,395000,2004,diesel,diesel,2.5,sedan,rear,6,False,True,True,True,True,True,True,True,True,True
13427,Volkswagen,Beetle,automatic,red,80333,2015,gasoline,gasoline,1.8,hatchback,front,15,False,True,False,True,True,True,False,True,False,False
13428,Citroen,Xsara,mechanical,blue,469000,1998,gasoline,gasoline,1.4,hatchback,front,10,True,False,False,False,False,False,False,False,False,False
13429,BMW,X6,automatic,white,217000,2010,gasoline,gasoline,3.5,suv,all,6,False,True,True,True,True,True,True,True,True,True
13430,Opel,Astra,mechanical,black,161000,2010,gasoline,gasoline,1.4,hatchback,front,8,False,True,False,False,False,True,False,False,True,False
13431,Infiniti,M,automatic,black,224000,2006,gasoline,gasoline,3.5,sedan,all,17,False,True,True,True,False,True,True,True,True,True
13432,Opel,Corsa,mechanical,white,237000,2008,gasoline,gasoline,1.0,hatchback,front,10,False,True,False,False,False,False,False,False,False,False
13433,Peugeot,Expert,mechanical,white,370000,1998,diesel,diesel,1.9,van,front,5,True,False,False,False,False,False,False,False,False,False
13434,Fiat,Punto,automatic,silver,280000,2002,gasoline,gasoline,1.2,hatchback,front,7,False,True,False,False,False,False,False,False,False,False
13435,BMW,320,mechanical,silver,337000,2002,diesel,diesel,2.0,universal,rear,18,False,True,False,True,False,False,False,True,True,True
13436,Fiat,Marea,mechanical,grey,295000,1996,gasoline,gasoline,1.6,universal,front,5,False,False,True,False,False,False,False,False,False,False
13437,Mercedes-Benz,MB100,mechanical,red,168999,1996,diesel,diesel,2.4,minibus,front,6,True,False,False,False,False,False,False,False,False,False
13438,BMW,750,automatic,black,250000,2007,gasoline,gasoline,4.8,sedan,rear,30,False,True,True,True,True,True,True,True,True,True
13439,Great Wall,H3,mechanical,brown,31000,2014,gasoline,gasoline,2.0,suv,all,15,False,True,True,True,False,True,True,True,True,True
13440,Nissan,200SX,mechanical,green,260000,1998,gasoline,gasoline,2.0,coupe,rear,16,False,True,False,False,False,False,False,False,False,True
13441,Land Rover,Freelander,mechanical,green,140000,2002,gasoline,gasoline,1.8,suv,all,4,False,True,False,False,True,True,False,True,False,False
13442,Ford,Escort,mechanical,black,460000,1995,gasoline,gasoline,1.8,universal,front,6,True,False,False,False,False,False,False,False,False,False
13443,Ford,Sierra,mechanical,white,150000,1988,gasoline,gasoline,2.0,hatchback,rear,4,True,False,False,False,False,False,False,False,False,False
13444,Renault,Laguna,mechanical,red,450000,1996,gasoline,gasoline,1.8,universal,front,29,False,False,False,True,False,False,False,False,False,True
13445,Peugeot,405,mechanical,red,300000,1993,gasoline,gasoline,1.6,sedan,front,12,True,False,False,False,False,False,False,False,False,False
13446,Kia,Joice,mechanical,grey,290000,1999,gasoline,gasoline,2.0,minivan,front,4,False,True,False,False,True,False,False,False,False,False
13447,Peugeot,807,automatic,blue,300000,2003,diesel,diesel,2.0,minivan,front,5,False,True,False,True,False,False,False,False,False,False
13448,Seat,Ibiza,mechanical,silver,299500,1996,gasoline,gasoline,1.8,hatchback,front,8,False,True,False,False,False,False,False,False,False,True
13449,Fiat,Ulysse,mechanical,silver,220000,2006,diesel,diesel,2.2,minivan,front,11,False,True,False,True,False,False,True,False,True,True
13450,Ford,Mondeo,mechanical,silver,300000,1997,gasoline,gasoline,1.8,hatchback,front,3,False,True,False,False,False,False,False,False,True,False
13451,BMW,X6,automatic,red,130000,2010,gasoline,gasoline,3.0,suv,all,15,False,False,True,True,True,True,True,True,True,True
13452,Mercedes-Benz,E200,automatic,black,115000,2016,gasoline,gasoline,2.0,sedan,rear,13,False,True,True,True,True,True,True,True,True,True
13453,Mercedes-Benz,ML320,automatic,black,360000,1999,gasoline,gasoline,3.2,suv,all,6,False,True,False,False,True,True,True,True,True,True
13454,Renault,Logan,mechanical,white,98700,2013,gasoline,gasoline,1.6,sedan,front,11,True,False,False,False,False,False,False,False,False,False
13455,Toyota,RAV4,mechanical,grey,192550,2007,diesel,diesel,2.2,suv,all,7,True,False,False,False,False,False,False,False,False,False
13456,Chrysler,Grand Voyager,mechanical,black,296000,2001,diesel,diesel,2.5,minivan,front,11,False,True,False,False,True,False,False,False,False,True
13457,Ford,S-Max,automatic,black,120000,2012,gasoline,gasoline,2.0,minivan,front,16,False,True,True,True,True,True,True,True,True,True
13458,Toyota,Avensis,mechanical,silver,500000,2003,diesel,diesel,2.0,universal,front,19,False,True,False,True,False,False,False,False,False,False
13459,Chevrolet,Camaro,automatic,white,140000,2013,gasoline,gasoline,3.6,coupe,rear,5,False,True,True,True,True,True,True,True,True,True
13460,Honda,Stream,mechanical,green,272000,2002,gasoline,gasoline,1.7,minivan,front,4,False,True,False,False,False,False,False,True,False,True
13461,Nissan,Qashqai,automatic,brown,140000,2008,gasoline,gasoline,2.0,suv,all,7,False,False,True,True,False,True,False,True,False,False
13462,Volkswagen,Vento,mechanical,red,350000,1993,diesel,diesel,1.6,sedan,front,4,True,False,False,False,False,False,False,False,False,False
13463,BMW,320,mechanical,other,205000,2010,diesel,diesel,2.0,sedan,rear,21,False,True,False,True,True,False,True,True,True,True
13464,Nissan,X-Trail,automatic,black,36000,2016,gasoline,gasoline,2.0,suv,all,6,False,True,True,True,True,True,False,True,True,True
13465,Renault,Laguna,mechanical,black,300000,1996,gasoline,gasoline,2.0,universal,front,13,True,False,False,False,False,False,False,False,False,False
13466,Opel,Zafira,mechanical,silver,335000,2003,diesel,diesel,2.2,minivan,front,10,False,True,False,False,False,True,False,False,False,False
13467,Opel,Omega,mechanical,grey,380000,2001,diesel,diesel,2.2,universal,rear,6,False,True,False,False,False,False,False,False,False,True
13468,Volkswagen,Vento,mechanical,red,303000,1993,gasoline,gasoline,1.8,sedan,front,4,True,False,False,False,False,False,False,False,False,False
13469,BMW,530,automatic,black,316000,2001,diesel,diesel,3.0,universal,rear,10,False,True,True,True,True,False,True,True,True,True
13470,Volkswagen,Passat,automatic,black,153000,2012,gasoline,gasoline,1.8,universal,front,6,False,True,False,False,False,True,True,False,True,True
13471,Mazda,6,mechanical,grey,241402,2005,gasoline,gasoline,2.3,sedan,front,20,False,True,True,False,True,False,False,False,False,True
13472,Honda,Civic,automatic,white,175000,2010,hybrid-petrol,gasoline,1.4,sedan,front,10,False,True,False,True,True,True,True,True,False,True
13473,Chrysler,Stratus,automatic,green,330000,1999,gasoline,gasoline,2.0,sedan,front,11,False,True,True,False,False,False,False,False,False,True
13474,Volkswagen,Passat,mechanical,blue,450000,1993,gasoline,gasoline,1.8,universal,front,3,True,False,False,False,False,False,False,False,False,False
13475,Volvo,V70,mechanical,silver,199375,2015,diesel,diesel,2.0,universal,front,3,True,False,False,False,False,False,False,False,False,False
13476,Volkswagen,Golf,mechanical,silver,100000,1983,gasoline,gasoline,1.3,sedan,front,4,False,False,True,False,False,False,False,False,False,True
13477,BMW,320,mechanical,black,340000,2003,diesel,diesel,2.0,universal,rear,2,False,True,True,True,False,True,True,True,True,True
13478,Volkswagen,Sharan,mechanical,silver,314000,2003,diesel,diesel,1.9,minivan,all,13,False,False,False,True,False,True,False,True,True,True
13479,Dodge,Stratus,automatic,other,289682,2004,gasoline,gasoline,2.7,sedan,front,5,False,True,True,False,False,False,False,False,False,True
13480,Hyundai,Santa Fe,mechanical,blue,270000,2003,diesel,diesel,2.0,suv,all,10,False,True,False,False,True,False,False,False,False,True
13481,Kia,Cerato,automatic,black,167000,2006,gasoline,gasoline,1.6,hatchback,front,6,False,True,False,True,False,False,False,False,False,False
13482,Audi,80,mechanical,black,380000,1990,diesel,diesel,1.9,sedan,front,4,False,False,False,False,False,False,False,False,False,True
13483,Seat,Toledo,mechanical,white,387300,1993,gasoline,gasoline,1.8,hatchback,front,6,True,False,False,False,False,False,False,False,False,False
13484,Ford,Fiesta,mechanical,white,99000,2011,gasoline,gasoline,1.3,hatchback,front,6,False,True,False,True,False,False,False,True,True,True
13485,LADA,Priora,mechanical,silver,170000,2008,gasoline,gasoline,1.6,sedan,front,8,False,False,True,False,False,False,False,False,False,True
13486,Mercedes-Benz,Viano,automatic,silver,308000,2009,diesel,diesel,2.3,minivan,rear,16,False,True,False,True,True,False,False,True,True,True
13487,BMW,340,mechanical,grey,121212,1992,gasoline,gasoline,1.8,sedan,rear,9,True,False,False,False,False,False,False,False,False,False
13488,Peugeot,206,mechanical,other,135000,2008,gasoline,gasoline,1.4,sedan,front,9,True,False,False,False,False,False,False,False,False,False
13489,Renault,Trafic,mechanical,red,290000,1999,diesel,diesel,1.9,minibus,front,4,True,False,False,False,False,False,False,False,False,False
13490,Ford,S-Max,mechanical,blue,190000,2006,gasoline,gasoline,2.0,minivan,front,7,False,False,False,False,False,True,True,False,False,False
13491,Nissan,Teana,automatic,silver,137491,2014,gasoline,gasoline,2.5,sedan,front,14,False,True,True,True,True,True,False,False,True,True
13492,Volkswagen,Touran,automatic,black,266000,2006,gasoline,gasoline,2.0,minivan,front,12,False,True,True,True,True,True,True,True,True,True
13493,Opel,Omega,automatic,other,270000,1996,gasoline,gasoline,2.0,sedan,rear,12,False,True,False,False,False,True,False,False,True,False
13494,Audi,A6,automatic,silver,247000,2008,diesel,diesel,2.7,universal,front,5,False,True,True,True,True,True,True,False,True,True
13495,Peugeot,4007,mechanical,other,190,2011,gasoline,gasoline,2.4,suv,all,8,False,False,False,True,False,True,True,True,True,True
13496,Chevrolet,Captiva,automatic,silver,125000,2012,diesel,diesel,2.2,suv,all,5,False,True,False,True,True,True,True,True,True,True
13497,Mazda,MPV,mechanical,blue,300000,1998,diesel,diesel,2.5,minivan,rear,3,True,False,False,False,False,False,False,False,False,False
13498,Peugeot,308,mechanical,grey,144000,2010,gasoline,gasoline,1.6,hatchback,front,4,False,True,False,False,False,True,False,False,True,False
